Long Station Name,Short Station Name,Station Number,Sample Code,Collection Date,Analyte,CAS Reg Number,Result,Rpt Limit,Units,Method,Depth,Matrix,Sample Type,Parent Sample,Description,Notes
Grant Line Canal East,GLC-East,B9D74921261,CF0718B1089,7/17/2018 10:28,Dissolved Bromide,24959-67-9,0.3,0.01,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0718B1089,7/17/2018 10:28,Dissolved Calcium,7440-70-2,34,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0718B1089,7/17/2018 10:28,Dissolved Chloride,16887-00-6,101,1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0718B1089,7/17/2018 10:28,Dissolved Chloride,16887-00-6,101,1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0718B1089,7/17/2018 10:28,Chlorophyll a,479-61-8,11.6,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0718B1089,7/17/2018 10:28,Specific Conductance,0,672,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0718B1089,7/17/2018 10:28,Dissolved Hardness,0,156,1,mg/L as CaCO3,Std Method 2340 B (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0718B1089,7/17/2018 10:28,Dissolved Magnesium,7439-95-4,18,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0718B1089,7/17/2018 10:28,Dissolved Nitrate,14797-55-8,4.4,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0718B1089,7/17/2018 10:28,Dissolved Nitrate,14797-55-8,4.4,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0718B1089,7/17/2018 10:28,Dissolved Organic Carbon,7440-44-0,4.4,0.5,mg/L as C,EPA 415.1 (D) Ox [PS-3]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0718B1089,7/17/2018 10:28,Total Organic Carbon,7440-44-0,4.4,0.5,mg/L as C,EPA 415.1 (T) Ox [PS-3]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0718B1089,7/17/2018 10:28,Pheophytin a,0,3.26,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0718B1089,7/17/2018 10:28,Dissolved Potassium,9/7/7440,3.7,0.5,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0718B1089,7/17/2018 10:28,Dissolved Sodium,7440-23-5,74,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0718B1089,7/17/2018 10:28,Total Dissolved Solids,0,377,1,mg/L,Std Method 2540 C [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0718B1089,7/17/2018 10:28,Total Suspended Solids,0,10,1,mg/L,EPA 160.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0718B1089,7/17/2018 10:28,Volatile Suspended Solids,0,2,1,mg/L,EPA 160.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0718B1089,7/17/2018 10:28,Dissolved Sulfate,14808-79-8,68,1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0718B1089,7/17/2018 10:28,Dissolved Sulfate,14808-79-8,68,1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0818B1181,8/7/2018 9:58,Total Alkalinity,471-34-1,95,1,mg/L as CaCO3,Std Method 2320 B (Filtered) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0818B1181,8/7/2018 9:58,Dissolved Boron,7440-42-8,0.217,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0818B1181,8/7/2018 9:58,Dissolved Bromide,24959-67-9,0.27,0.01,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0818B1181,8/7/2018 9:58,Dissolved Bromide,24959-67-9,0.27,0.01,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0818B1181,8/7/2018 9:58,Dissolved Calcium,7440-70-2,33,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0818B1181,8/7/2018 9:58,Dissolved Chloride,16887-00-6,90,1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0818B1181,8/7/2018 9:58,Dissolved Chloride,16887-00-6,90,1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0818B1181,8/7/2018 9:58,Chlorophyll a,479-61-8,45.4,1,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0818B1181,8/7/2018 9:58,Specific Conductance,0,604,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0818B1181,8/7/2018 9:58,Dissolved Hardness,0,150,1,mg/L as CaCO3,Std Method 2340 B (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0818B1181,8/7/2018 9:58,Dissolved Magnesium,7439-95-4,16,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0818B1181,8/7/2018 9:58,Dissolved Nitrate,14797-55-8,4.1,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0818B1181,8/7/2018 9:58,Dissolved Nitrate,14797-55-8,4.1,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0818B1181,8/7/2018 9:58,Dissolved Organic Carbon,7440-44-0,3.6,0.5,mg/L as C,EPA 415.1 (D) Ox [PS-3]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0818B1181,8/7/2018 9:58,Dissolved Organic Carbon,7440-44-0,3.6,0.5,mg/L as C,EPA 415.1 (D) Ox [PS-3]*,1 Meters,"Water, Natural",Normal Sample,0,,Duplicate
Grant Line Canal East,GLC-East,B9D74921261,CF0818B1181,8/7/2018 9:58,Total Organic Carbon,7440-44-0,3.8,0.5,mg/L as C,EPA 415.1 (T) Ox [PS-3]*,1 Meters,"Water, Natural",Normal Sample,0,,Duplicate
Grant Line Canal East,GLC-East,B9D74921261,CF0818B1181,8/7/2018 9:58,Total Organic Carbon,7440-44-0,3.8,0.5,mg/L as C,EPA 415.1 (T) Ox [PS-3]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0818B1181,8/7/2018 9:58,Pheophytin a,0,10,1,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0818B1181,8/7/2018 9:58,Dissolved Potassium,9/7/7440,3.77,0.5,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0818B1181,8/7/2018 9:58,Dissolved Sodium,7440-23-5,70.5,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0818B1181,8/7/2018 9:58,Total Dissolved Solids,0,335,1,mg/L,Std Method 2540 C [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0818B1181,8/7/2018 9:58,Total Suspended Solids,0,26,1,mg/L,EPA 160.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0818B1181,8/7/2018 9:58,Volatile Suspended Solids,0,9,1,mg/L,EPA 160.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0818B1181,8/7/2018 9:58,Dissolved Sulfate,14808-79-8,56,1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0818B1181,8/7/2018 9:58,Dissolved Sulfate,14808-79-8,56,1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0818B1271,8/28/2018 10:31,Total Alkalinity,471-34-1,95,1,mg/L as CaCO3,Std Method 2320 B (Filtered) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0818B1271,8/28/2018 10:31,Dissolved Boron,7440-42-8,0.221,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0818B1271,8/28/2018 10:31,Dissolved Bromide,24959-67-9,0.31,0.01,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0818B1271,8/28/2018 10:31,Dissolved Calcium,7440-70-2,28,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0818B1271,8/28/2018 10:31,Dissolved Chloride,16887-00-6,98.5,1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0818B1271,8/28/2018 10:31,Chlorophyll a,479-61-8,3.67,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0818B1271,8/28/2018 10:31,Specific Conductance,0,639,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0818B1271,8/28/2018 10:31,Dissolved Hardness,0,136,1,mg/L as CaCO3,Std Method 2340 B (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0818B1271,8/28/2018 10:31,Dissolved Magnesium,7439-95-4,16,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0818B1271,8/28/2018 10:31,Dissolved Nitrate,14797-55-8,5.46,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0818B1271,8/28/2018 10:31,Dissolved Organic Carbon,7440-44-0,4,0.5,mg/L as C,EPA 415.1 (D) Ox [PS-3]*,1 Meters,"Water, Natural",Normal Sample,0,,Duplicate
Grant Line Canal East,GLC-East,B9D74921261,CF0818B1271,8/28/2018 10:31,Dissolved Organic Carbon,7440-44-0,4,0.5,mg/L as C,EPA 415.1 (D) Ox [PS-3]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0818B1271,8/28/2018 10:31,Total Organic Carbon,7440-44-0,4,0.5,mg/L as C,EPA 415.1 (T) Ox [PS-3]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0818B1271,8/28/2018 10:31,Total Organic Carbon,7440-44-0,4,0.5,mg/L as C,EPA 415.1 (T) Ox [PS-3]*,1 Meters,"Water, Natural",Normal Sample,0,,Duplicate
Grant Line Canal East,GLC-East,B9D74921261,CF0818B1271,8/28/2018 10:31,Pheophytin a,0,3.68,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0818B1271,8/28/2018 10:31,Dissolved Potassium,9/7/7440,3.9,0.5,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0818B1271,8/28/2018 10:31,Dissolved Sodium,7440-23-5,72,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0818B1271,8/28/2018 10:31,Total Dissolved Solids,0,353,1,mg/L,Std Method 2540 C [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0818B1271,8/28/2018 10:31,Total Suspended Solids,0,8,1,mg/L,EPA 160.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0818B1271,8/28/2018 10:31,Volatile Suspended Solids,0,1,1,mg/L,EPA 160.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0818B1271,8/28/2018 10:31,Dissolved Sulfate,14808-79-8,58,1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0918B1317,9/17/2018 9:35,Total Alkalinity,471-34-1,86,1,mg/L as CaCO3,Std Method 2320 B (Filtered) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0918B1317,9/17/2018 9:35,Dissolved Boron,7440-42-8,0.2,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0918B1317,9/17/2018 9:35,Dissolved Bromide,24959-67-9,0.2,0.01,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0918B1317,9/17/2018 9:35,Dissolved Calcium,7440-70-2,24,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0918B1317,9/17/2018 9:35,Dissolved Chloride,16887-00-6,63,1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0918B1317,9/17/2018 9:35,Chlorophyll a,479-61-8,21.8,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0918B1317,9/17/2018 9:35,Specific Conductance,0,486,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0918B1317,9/17/2018 9:35,Dissolved Hardness,0,116,1,mg/L as CaCO3,Std Method 2340 B (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0918B1317,9/17/2018 9:35,Dissolved Magnesium,7439-95-4,13,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0918B1317,9/17/2018 9:35,Dissolved Nitrate,14797-55-8,6.3,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0918B1317,9/17/2018 9:35,Dissolved Organic Carbon,7440-44-0,3.6,0.5,mg/L as C,EPA 415.1 (D) Ox [PS-3]*,1 Meters,"Water, Natural",Normal Sample,0,,Matrix Spike
Grant Line Canal East,GLC-East,B9D74921261,CF0918B1317,9/17/2018 9:35,Total Organic Carbon,7440-44-0,3.7,0.5,mg/L as C,EPA 415.1 (T) Ox [PS-3]*,1 Meters,"Water, Natural",Normal Sample,0,,Matrix Spike
Grant Line Canal East,GLC-East,B9D74921261,CF0918B1317,9/17/2018 9:35,Pheophytin a,0,18.6,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0918B1317,9/17/2018 9:35,Dissolved Potassium,9/7/7440,3.1,0.5,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0918B1317,9/17/2018 9:35,Dissolved Sodium,7440-23-5,55,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0918B1317,9/17/2018 9:35,Total Dissolved Solids,0,269,1,mg/L,Std Method 2540 C [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0918B1317,9/17/2018 9:35,Total Suspended Solids,0,14,1,mg/L,EPA 160.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0918B1317,9/17/2018 9:35,Volatile Suspended Solids,0,3,1,mg/L,EPA 160.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF0918B1317,9/17/2018 9:35,Dissolved Sulfate,14808-79-8,47,1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1018B1513,10/9/2018 10:50,Total Alkalinity,471-34-1,89,1,mg/L as CaCO3,Std Method 2320 B (Filtered) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1018B1513,10/9/2018 10:50,Dissolved Boron,7440-42-8,0.2,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1018B1513,10/9/2018 10:50,Dissolved Bromide,24959-67-9,0.2,0.01,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1018B1513,10/9/2018 10:50,Dissolved Calcium,7440-70-2,25,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1018B1513,10/9/2018 10:50,Dissolved Chloride,16887-00-6,70,1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1018B1513,10/9/2018 10:50,Chlorophyll a,479-61-8,2.87,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1018B1513,10/9/2018 10:50,Specific Conductance,0,516,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1018B1513,10/9/2018 10:50,Dissolved Hardness,0,118,1,mg/L as CaCO3,Std Method 2340 B (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1018B1513,10/9/2018 10:50,Dissolved Magnesium,7439-95-4,13,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1018B1513,10/9/2018 10:50,Dissolved Nitrate,14797-55-8,7.6,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1018B1513,10/9/2018 10:50,Dissolved Organic Carbon,7440-44-0,3.1,0.5,mg/L as C,EPA 415.1 (D) Ox [PS-3]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1018B1513,10/9/2018 10:50,Total Organic Carbon,7440-44-0,3.1,0.5,mg/L as C,EPA 415.1 (T) Ox [PS-3]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1018B1513,10/9/2018 10:50,Pheophytin a,0,1.72,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1018B1513,10/9/2018 10:50,Dissolved Potassium,9/7/7440,3.2,0.5,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1018B1513,10/9/2018 10:50,Dissolved Sodium,7440-23-5,58,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1018B1513,10/9/2018 10:50,Total Dissolved Solids,0,290,1,mg/L,Std Method 2540 C [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1018B1513,10/9/2018 10:50,Total Suspended Solids,0,5,1,mg/L,EPA 160.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1018B1513,10/9/2018 10:50,Volatile Suspended Solids,0,1,1,mg/L,EPA 160.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1018B1513,10/9/2018 10:50,Dissolved Sulfate,14808-79-8,47,1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1118B1663,11/6/2018 9:44,Total Alkalinity,471-34-1,50,1,mg/L as CaCO3,Std Method 2320 B (Filtered) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1118B1663,11/6/2018 9:44,Dissolved Boron,7440-42-8,0.113,0.1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1118B1663,11/6/2018 9:44,Dissolved Bromide,24959-67-9,0.07,0.01,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1118B1663,11/6/2018 9:44,Dissolved Bromide,24959-67-9,0.07,0.01,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1118B1663,11/6/2018 9:44,Dissolved Calcium,7440-70-2,13,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1118B1663,11/6/2018 9:44,Dissolved Chloride,16887-00-6,28,1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1118B1663,11/6/2018 9:44,Dissolved Chloride,16887-00-6,28,1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1118B1663,11/6/2018 9:44,Chlorophyll a,479-61-8,1.02,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1118B1663,11/6/2018 9:44,Specific Conductance,0,256,1,uS/cm@25 °C,Std Method 2510 B (Filtered) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1118B1663,11/6/2018 9:44,Dissolved Hardness,0,59,1,mg/L as CaCO3,Std Method 2340 B (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1118B1663,11/6/2018 9:44,Dissolved Magnesium,7439-95-4,6,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1118B1663,11/6/2018 9:44,Dissolved Nitrate,14797-55-8,4.4,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1118B1663,11/6/2018 9:44,Dissolved Nitrate,14797-55-8,4.4,0.1,mg/L,EPA 300.0 28d Hold [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1118B1663,11/6/2018 9:44,Dissolved Organic Carbon,7440-44-0,2.3,0.5,mg/L as C,EPA 415.1 (D) Ox [PS-3]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1118B1663,11/6/2018 9:44,Total Organic Carbon,7440-44-0,2.3,0.5,mg/L as C,EPA 415.1 (T) Ox [PS-3]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1118B1663,11/6/2018 9:44,Pheophytin a,0,0.57,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1118B1663,11/6/2018 9:44,Dissolved Potassium,9/7/7440,1.9,0.5,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1118B1663,11/6/2018 9:44,Dissolved Sodium,7440-23-5,27,1,mg/L,EPA 200.7 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1118B1663,11/6/2018 9:44,Total Dissolved Solids,0,142,1,mg/L,Std Method 2540 C [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
Grant Line Canal East,GLC-East,B9D74921261,CF1118B1663,11/6/2018 9:44,Total Suspended Solids,0,4,1,mg/L,EPA 160.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,
